Screening for genera;Genera mentioned;Families;Orders;Geographic region;Comment;Beach meiofauna?;Beach_alejandro_opinion;UT
Sören;Anoplostoma,Odontanticoma,Eurystomina,Thalassironus,Trissonchulus,Oncholaimellus,Oncholaimus,Viscosia,Halalaimus,Nemanema,Enoploides,Mesacanthion,Trileptium,Bathylaimus,Lauratonema,Acantholaimus,Chromadorita,Dichromadora,Endeolophus,Innocuonema,Prochromadorella,Marylynnia,Paracyatholaimoides,Chromaspirinia,Desmodora,Eubostrichus,Metachromadora,Molgolaimus,Pseudochromadora,Spirinia,Perepsilonema,Calomicrolaimus,Microlaimus,Latronema,Synonchium,Tricoma,Metadasynemoides,Camacolaimus,Cricolaimus,Cynura,Procamacolaimus,Tubolaimoides,Axonolaimus,Synodontium,Diplopeltula,Southerniella,Desmolaimus,Terschellingia,Diplolaimelloides,Cobbia,Daptonema,Promonohystera,Pseudosteineria,Rhynchonema,Theristus,Xyala,Paramesonchium;Anoplostomatidae,Anticomidae,Enchelidiidae,Ironidae,Oncholaimidae,Oxytominidae,Thoracostomopsidae,Tripyloididae,Lauratonematidae,Chromadoridae,Cyatholaimidae,Desmodoridae,Epsilonematidae,Microlaimidae,Selachinematidae,Desmoscolecidae,Ceramonematidae,Leptolaimidae,Tubolaimoididae,Axonolaimidae,Diplopeltidae,Linhomoeidae,Monhysteridae,Xyalidae,Comesomatida;Chromadorida,Enoplida,Trefusiida,Monhysterida;South America,Brazil;Nematodes;yes;yes;wos:000339366800012
Sören;Halichaetonotus,Heterolepidoderma,Lepidodermella,Xenotrichula,Turbanella,Neodasys,Metadasydytes,Aspidiophorus,Chaetonotus,Musellifer,Cephalodasys,Dactylopodola,Lepidodasys,Macrodasys,Paradasys,Pleurodasys,Ptychostomella;Chaetonotidae,Turbanellidae,;Chaetonotida,Macrodasyida;Europe,Poland;Gastrotrichs;yes;yes;wos:000342341500001
Sören;Crasiella;Planodasyidae;Macrodasyida;South America,Brazil;Gastrotrichs;yes;yes;wos:000342443800002
Sören;Pharyngocirrus,Saccocirrus;Saccocirridae;;South America,Brazil;Polychaetes;yes;yes;wos:000342443800009
Jan;Pseudosteineria,Daptonema,Omicronema,Trichotheristus,Scolelepis;;;South America,Brazil,Laguna;Mostly nematoda;yes;yes;wos:000342443800017
Sören;Scolelepis,Paraprionospio,Prionospio,Parascolelepis;Spionidae;;Asia,China;Polychaetes;yes;yes;wos:000342864800034
Sören;Trissonchulus,Halalaimus,Oxystomina,Wieseria,Enoploides,Mesacanthion,Trileptium,Bathylaimus,Lauratonema,Acantholaimus,Chromadorita,Dichromadora,Endeolophus,Innocuonema,Neochromadora,Parachromadorita,Marylynnia,Paracyatholaimoides,Chromaspirinia,Desmodora,Metachromadora,Perepsilonema,Calomicrolaimus,Microlaimus,Latronema,Synonchium,Metadasynemoides,Haliplectus,Camacolaimus,Cynura,Diodontolaimus,Procamacolaimus,Stephanolaimus,Tarvaia,Axonolaimus,Araeolaimus,Daptonema,Elzalia,Paramonohystera,Pseudosteineria,Rhynchonema,Scaptrella,Theristus,Paracomesoma,Paramesonchium;Enchelidiidae,Ironidae,Oncholaimidae,Oxytominidae,Thoracostomopsidae,Tripyloididae,Lauratonematidae,Chromadoridae,Cyatholaimidae,Desmodoridae,Epsilonematidae,Microlaimidae,Selachinematidae,Ceramonematidae,Leptolaimidae,Tarvaiidae,Axonolaimidae,Diplopeltidae,Xyalidae,Comesomatidae;Enoplida,Trefusiida,Chromadorida,Monhysterida;South America,Brazil;Nematodes;yes;yes;wos:000344325500002
Sören;Myrianida,Branchiosyllis,Brania,Exogone,Salvatoria,Haplosyllis,Odontosyllis,Opisthosyllis,Sphaerosyllis,Syllides,Syllis,Trypanosyllis,Composetia,Namanereis,Neanthes,Nereis,Perinereis,Platynereis,Pseudonereis,Hydroides,Serpula,Spirobranchus,Vermiliopsis,Eunice,Marphysa,Lysidice,Palola,Eulalia,Eumida,Nereiphylla,Phyllodoce,Microphthalmus,Oxydromus,Syllidia,Capitella,Dasybranchus,Heteromastus,Eurythoe,Linopherus,Boccardia,Dipolydora,Dodecaceria,Monticellina,Lumbrineris,Scoletoma,Chrysopetalum,Branchiomaldane,Langerhans,,Loimia,Amphiglena,Sabellaria,Arabella,Polyophthalmus,Naineris,Lepidonotus,Saccocirrus,Protodrilus,Schistomeringos;Syllidae,Nereididae,Serpulidae,Eunicidae,Phyllodocidae,Hesionidae ,Capitellidae,Amphinomidae,Spionidae,Cirratulidae,Lumbrineridae,Chrysopetalidae,Arenicolidae,Terebellidae,Sabellidae,Sabellariidae,Oenonidae,Opheliidae,Orbiniidae,Polynoidae,Saccocirridae,Protodrilidae,Dorvilleidae;;Africa,Egypt;"Mostly Macrofauna; Polychaetes";yes;yes;wos:000345296200016
Sören;;;;Asia,China,Qingdao;phyla or class level ID;yes;yes;wos:000345489800043
Sören;Xyala,Enoploides,Ascolaimus,Paracyatholaimus,Oncholaimus;;Harpacticoida;Australia;;yes;yes;wos:000346221000010
Sören;;;Harpacticoida;Europe,Malta;phyla or class level ID;yes;yes;wos:000346221000012
Sören;Polydontus,Octonchus,Patagonema,Meyersia,Kreisoncholaimus,Adoncholaimus,Thoonchus,Ditlevsenella,;Oncholaimidae,Enchelidiidae;Enoplida;South America,Argentina;Nematoda;yes;yes;wos:000348037500011
Jan;;;;Africa,Egypt,Safaga;Only phylum or class level id;yes;yes;wos:000355922900015
Sören;;;;North America,USA,California;phyla or class level ID;yes;yes;wos:000356075600006
Sören;Tigriopus,Amphiascus;;Tanaidacea,Cumaceae;North America,Gulf of Mexico;Mostly phylum or class Level IDs;yes;yes;wos:000356075600010
Sören;Neocyclops,Cyclopinoides,Euryte,Cerconeotes,Cyclopina,Xenotrichula,Echinoderes,Protoneocyclops,Heterocyclopina,Abrsia;Cyclopidae;Cyclopoida;Asia,South Korea;Mostly Copepods;yes;yes;wos:000362512300007
Jan;;;;Ocenaia,Australia,New South Wales;Only phylum or class level id;yes;yes;wos:000362580300021
Jan;;;;South America,Uruguay,Garzon;Only phylum or class level id;yes;yes;wos:000362604800006
Sören;Corycaeus,Diosaccus,Harpacticus,Huntemannia,Nitokra,Parathalestris,Schizopera,Tisbe;Isotomidae,Onychiuridae,Sminthuridae,Entomobryiidae,Hypogastruridae,Oncaea,Darcythompsoniidae,Laophontidae;Harpacticoida,Calanoida,Cyclopoidea;North America,USA,Washington;Mostly Copepods;yes;yes;wos:000367525900014
Sören;Epsilonema,Axonolaimus,Microlaimus,Theristus,Enoploides,Bathylaimus,Daptonema,Monophostia,Sphaerolaimus,Oncholaimus,Camacolaimus,Viscosia,Eurystomina,Thichotheristus,Rhabdodemania,Terschellingia,Neotonchus,Chromaspirina,Enoplolaimus,Ascolaimus,Paracyatholaimus,Rhynchonema,Desmoscolex,Metachromadora;;;South America,Brazil;Nematoda;yes;yes;wos:000367736100009
Sören;;;;Asia,Japan;phyla or class level ID;yes;yes;wos:000368707900011
Sören;Ascolaimus,Bathylaimus,Bolbolaimus,Chromadorita,Cobbia,Daptonema,Enoplolaimus,Metadesmolaimus,Microlaimus,Neochromadora,Oncholaimus,Paracyatholaimus,Rhips,Rhynchonema,Spilophorella,Theristus,Trichotheristus;Tripyloididae,Xyalidae;;Asia,China;Nematodes;yes;yes;wos:000371073400005
Sören;Epacanthion;Thoracostomopsidae;Enoplida;Asia,China;Nematodes;yes;yes;wos:000372776900006
Sören;Daptonema,Desmoscolex,Halalaimus,Theristus,Viscosia,Euterpina,Macrosetella,Microsetella,Cypridina,Cyprideis;;Harpacticoida;Asia,India,Manakudy Estuary;Nematoda, Copepoda, Ostracoda;yes;yes;wos:000373289200001
Sören;Microlaimus,Prochromadorella,Epacanthion,Paramonhystera,Theristus,Odontophora,Neochromadora,Desmodora,Spirinia,Eubostrichus,Paradesmodora,Graphonema,Paracyatholaimoides,Viscosia,Rhynchonema,Parapinnanema,Psammonema,Marylynnia,Zalonema,Dracognomus,Atrochromadora,Chromaspirina,Trefusia,Pomponema,Perepsilonema,Oncholaimus,Paramo,Metachromadora,Daptonema,Neotonchus,Paracomesoma,Paracanthonchus,Bolbonema,Chromadorella,Chromadorita,Symplocostoma,Epsilonema,Halalaimus,Tricoma,Thalassironus,Stephanolaimus,Stylotheristus,Sabateria,Gomphionema,Innocuonema,Didelta,Cephalanticoma,Dichromadora,Cobbia,Camacolaimus,Dracograllus,Monophostia,Antomicron,Onchium;Epsilonematidae,Desmodoridae,Draconematidae,Ceramonematidae,Cyatholaimidae;;Asia,Maldives;Nematodes;yes;yes;wos:000374250700012
Sören;Acanthodasys,Crasiella,Thaumastoderma,Urodasys,Pseudostomella,Ptychostomella,Diplodasys,Dolichodasys,Mesodasys,Paradasys;Thaumastodermatidae,Planodasyidae;Chaetonotida,Macrodasyida;South America,Brazil;Gastrotrichs;yes;yes;wos:000374979600010
Sören;Trileptium;Thoracostomopsidae,Anoplostomatidae,Phanodermatidae,Anticomidae,Leptosomatidae,Enoplidae;Enoplida;South America,Brazil;Nematodes;yes;yes;wos:000375785100002
Sören;Halolaelaps,Paulacarellus;Halolaelapidae;Mesostigmata;North America,USA,Oregon;Mite, Beach wrack;yes;yes;wos:000378917200001
Sören;Saccocirrus,Claudrilus,Meiodrilus,Protodrilus,Ototyphlonemertes,Stygocapitella,Lindrilus,Megadrilus,Meiodrilus,Nerilla,Hesionura,Hesionides,Hesionura;Otoplanidae,Naididae,Syllidae;Mystacocaridida,Harpacticoida;Atlantic Ocean,Mediterranean Sea;Mostly Polychaeta;yes;yes;wos:000383930500062
Sören;Protodrilus,Polydora,Apodontium,Ascolaimus,Sabatieria,Actinonema,Chromadorina,Chromadorita,Hypodontolaimus;Protodrilidae,Spionidae,Axonolaimidae,Comesomatidae,Chromadoridae;Canalipalpata,Spionida,Cumacea,Araeolaimida,Araeolaimida,Chromadorida;South America,UruguayBrazil;/;yes;yes;wos:000384420900009
Sören;Aegialoalaimus,Southernia,Chromadorella,Chromadorina,Chromadorita,Hypodontolaimus,Innocuonema,Neochromadora,Chronogaster,Dorylaimopsis,Hopperia,Pierrickia,Sabatieria,Longicyatholaimus,Marylynnia,Paracanthonchus,Paracyatholaimus,Chromaspirina,Desmodora,Metachromadora,Calligyrus,Desmoscolex,Pareudesmoscolex,Quadricoma,Spirinia,Comesa,Ethmolaimus,Haliplectus,Antomicron,Camacolaimus,Deontolaimus,Leptolaimoides,Leptolaimus,Procamacolaimus,Microlaimus,Halichoanolaimus,Axonolaimus,Pseudolella,Campylaimus,Southerniella,Anticyathus,Desmolaimus,Eumorpholaimus,Linhomoeus,Metalinhomoeus,Paralinhomoeus,Terschellingia,Diplolaimella,Diplolaimelloides,Monhystera,Thalassomonhystera,Metasphaerolaimus,Parasphaerolaimus,Sphaerolaimus,Amphimonhystera,Cobbia,Daptonema,Elzalia,Linhystera,Paramonohystera,Theristus,Anoplostoma,Calyptronema,Polygastrophora,Symplocostoma,Syringolaimus,Trissonchulus,Adoncholaimus,Oncholaimus,Viscosia,Halalaimus,Oxystomina,Thalassoalaimus,Bathylaimus,Tripyloides,Amphidelus,Aporcelaimus,Dorylaimus,Mesodorylaimus,Doryllium,Proleptonchus,Mylonchulus,Enchodelus,Lenonchium,Aquatides,Nygolaimus,Eudorylaimus,Labronema,Thorneella,Criconemoides,Dolichodorus,Tylenchorhynchus,Paratylenchus,Hirschmanniella,Tylenchus,Cephalenchus,Seinura,Eucephalobus,Mononchoides,Panagrolaimus,Mesorhabditis,Rhabditis;Aegialoalaimidae,Chromadoridae,Chronogasteridae,Comesomatidae,Cyatholaimidae,Desmodoridae,Desmoscolecidae,Ethmolaimidae,Haliplectidae,Leptolaimidae,Microlaimidae,Selachinematidae,Axonolaimidae,Diplopeltidae,Linhomoeidae,Monhysteridae,Sphaerolaimdae,Xyalidae,Anoplostomatidae,Enchelidiidae,Ironidae,Oncholaimidae,Oxystominidae,Tripyloididae,Dorylaimida,Alaimidae,Aporcelaimidae,Dorylaimidae,Leptonchidae,Mylonchulidae,Nordiidae,Nygolaimidae,Qudsianematida,Criconematidae,Dolichodoridae,Hoplolaimidae,Paratylenchidae,Pratylenchidae,Tylenchidae,Tylodoridae,Seinuridae,Cephalobidae,Diplogastridae,Panagrolaimidae,Rhabditidae;Chromadorida,Monhysterida,Enoplida,Dorylaimida,Tylenchida,Aphelenchida,Rhabditida;Asia,China;Nematodes;yes;yes;wos:000387664500008
Sören;Sigmophoranema,Enoplolaimus,Daptonema,Enoploides;;;South America,Brazil;"Nematodes; review";yes;yes;wos:000390198500005
Sören;Atrochromadora,Chromadorita,Daptonema,Enoploides,Bolbolaimus,Araeolaimus,Metachromadora,Enoplolaimus,Bathylaimus,Pontonema,Rhynconema,Pomponema,Molgolaimus ,Paracomesoma,Halalaimus,Monoposthia,Desmodora,Paralongicyathloaimus,Anoplostoma ,Polysigma,Microlaimus,Prochromadora,Comesoma,Chromaspirina,Sabatieria,Pselionema,Rhips,Metalinhomoeus,Graphonema,Trochamus,Trissonchulus,Enoplus,Tricoma,Rhynchonema,Epsilonema,Setoplectus,Paralongicyatholaimus,Axonolaimus,Rhabdodemania;Desmodoridae,Diplopelidae,Leptolaimidae,Xyalidae,Anticomidae,Comesomatidae,Leptosomatidae,Monhysteridae,Oncholaimidae,Cyatholaimidae,Ironidae;;Asia,South Korea,Taean County;Nematoda;yes;yes;wos:000390734600073
Sören;Echiniscoides,Orzeliscus,Batillipes,Batillipes,Pycnophyes,Centroderes,Macrostomum,Condyloderes,Echinoderes;;Cyclorhagida,Kalyptorhynchia,Eukalyptorhynchia,Dalyellioida,Proseriata,Homalorhagida,Acoela;Asia,Singapore;Tardigrada, Kinorhyncha, Platyhelminthes;yes;yes;wos:000393214800002
Sören;Ptycholaimellus,Terschellingia,Halomonhystera,Thoracostoma,Cyartonema,Daptonema,Diplolaimelloides,Metadesmolaimus,Monhystera,Sabatieria,Sphaerolaimus,Theristus;Linhomoeidae,Chromadoridae;;Asia,Iran;Nematodes;yes;yes;wos:000403884900002
Sören;Rectronectes,Archimacrostomum,Antromacrostomum,Bradynectes,Microstomum,Myozona,Paromalostomum,Haplopharynx,Archimonotresis,Pseudostomum,Archiloa,Archilopsis,Monocelopsis,Monocelis,Promonotus,Archimonocelis,Carenscoilia,Cirrifera,Coelogynopora,Stilivannuccia,Bulbotoplana,Dicoelandropora,Itaspiella,Notocaryoplana,Monostichoplana,Otoplanella,Otoplanidia,Parotoplana,Parotoplanina,Philosyrtis,Praebursoplana,Polystyliphora,Nematoplana,Halammovortex,Bresslauilla,Orostylis,Pseudograffilla,Balgetia,Baicalellia,Drepanilla,Hangethellia,Haplovejdovskya,Pogaina,Provortex,Nesite,Adenopharynx,Anthopharynx,Aulopharynx,Doliopharynx,Proceropharynx,Tensopharynx,Trisaccopharynx,Solenopharyngid,Haloplanella,Hoplopera,Pratoplana,Adenorhynchus,Brinkmanniella,Coronhelmis,Listea,Litucivis,Moevenbergia,Promesostoma,Protandrella,Scoliopharyngia,Subulagera,Tvaerminnea,Ciliopharyngiella,Lonchoplanella,Mariplanella,Messoplana,Petaliella,Ptychopera,Proxenetes,Cicerina,Paracicerina,Ptyalorhynchus,Zonorhynchus,Cystiplana,Nigerrhynchus,Aculeorhynchus,Gnathorhynchus,Pterognathus,Neognathorhynchus,Odontorhynchus,Paragnathorhynchus,Psittacorhynchus,Uncinorhynchus,Harenorhynchus,Parautelga,Marirhynchus,Placorhynchus,Acrorhynchides,Danorhynchus,Gyratrix,Limipolycystis,Neopolycystis,Phonorhynchus,Scanorhynchus,Typhlopolycystis,Psammorhynchus,Diascorhynchides,Diascorhynchus,Nematorhynchus,Amphirhynchus,Carcharodorhynchus,Neoschizorhynchus,Paraschizorhynchoides,Proschizorhynchella,Proschizorhynchus,Pseudoschizorhynchoides,Schizochilus,Schizorhynchoides,Thylacorhynchus,Baltoplana,Cheliplana,Cheliplanilla,Karkinorhynchus,Karkinorhynchides,Haplopharynx,Paromalostomum,Antromacrostomum,Myozona,Microstomum,Microstomum,Bulbotoplana,Itaspiella,Otoplanella,Notocaryoplana,Parotoplana,Parotoplanina,Praebursoplana,Nematoplana,Provortex,Pogaina,Proceropharynx,Litucivis,Adenorhynchus,Listea,Promesostoma,Haloplanella,Pratoplana,Lonchoplane,Mariplanella,Petaliella,Messoplana,Ptyalorhynchus,Paracicerina,Cystiplana,Nigerrhynchus,Gnathorhynchus,Marirhynchus,Gyratrix,Neopolycystis,Cheliplana,Diascorhynchides,Karkinorhynchus,Schizochilus,Proschizorhynchus,Schizorhynchoides,Paraschizorhynchoides,Carcharodorhynchus;Psammorhynchidae,Diascorhynchidae,Nematorhynchidae,Schizorhynchidae,Ciliopharyngiellidae,Cicerinidae,Cystiplanidae,Gnathorhynchidae,Koinocystidae,Placorhynchidae,Polycystididae,Dalyelliidae,Graffillidae,Provorticidae,Solenopharyngidae,Typhloplanidae,Promesostomidae,Trigonostomidae,Archimonocelididae,Otoplanidae,Nematoplanidae,Dolichoe,e,Microstomidae,Bulbotoplaninae,Otoplaninae,Parotoplaninae,Adenorhynchinae,Promesostominae,Koinocystididae,Cheliplanidae,Karkinorhynchidae,Monocelididae,Coelogynoporidae,Polystyliphoridae;Catenulida,Proseriata,Dalytyphloplanida,Kalyptorhynchia,Typhlopolycystis,Eukalyptorhynchia,,,Prolecithophora;Europe,Germany,Sylt;Platyhelminthes;yes;yes;wos:000405208200001
Sören;Paracanthonchus,Synonchium,,Metachromadora,Nygmatonchus,Sabatieria,Chromadorina,Thalassomonhystera,,Enoploides,Polysigma,Tripyloides,Chromadorita,Leptolaimidaea,Chromadorella,Odontophora,Phanoderma,Doliolaimus,Hypodontolaimus,Oxystomina,Daptonema,Ptycholaimellus,Terschellingia,Promonhystera,Paramonohystera,Paraethmolaimus,Eumorpholaimus,Oncholaimus,Theristus,Viscosia,Metoncholaimus,Eleutherolaimus,Metalinhomoeus,Rhynchonema,Prochromadora,Bathylaimus,Spilophorella,Onyx;Xyalidae,Chromadoridae;;Asia,Iran;Nematodes;yes;yes;wos:000405720000023
Jan;Terschellingia,Dorylaimopsis,Comesoma;;;South America,Brazil,Araca Bay;;yes;yes;wos:000406435900019
Sören;Thaumamermis,Octomyomermis,Xiphinema,Longidorus Mononchus,Anatonchus,Agamamermis,Hexamermis,Mermis,Ovomermis,Romanomermis,Strelkovimermis;Mermithidae;Dorylaimida;New Zealand;"Nematodes; parasitic";yes;yes;wos:000409213700009
Sören;Actarjania,Anoplostoma,Anticoma,Ascolaimus,Atrochromadora,Axonolaimus,Bathylaimus,Bolbolaimus,Bradylaimus,Camacolaimus,Campylaimus,Ceramonema,Chaetonema,Choanolaimus,Chromadorina,Chromadorita,Chromaspirina,Cobbia,Cyatholaimus,Daptonema,Dasynemoides,Desmodora,Desmolaimus,Desmoscolex,Dichromadora,Ditlevsenella,Dolicholaimus,Doliolaimus,Dorylaimus,Eleutherolaimus,Enoploides,Enoplolaimus,Enoplus,Epsilonema,Ethmolaimus,Euchromadora,Eumorpholaimus,Eurystomina,Filipjevia,Gammanema,Gnomoxyala,Gomphionema,Gonionchus,Graphonema,Halalaimus,Halichoanolaimus,Hypodontolaimus,Innocuonema,Latronema,Lauratonema,Leptolaimus,Linhomoeus,Marylynnia,Megadesmolaimus,Mesacanthion,Mesacanthoides,Metachromadora,Metacyatholaimus,Metadasynemoides,Metalinhomoeus,Metoncholaimus,Meyersia,Microlaimus,Monhystera,Monoposthia,Monoposthioides,Nemanema,Neochromadora,Neotonchus,Odontophora,Omicronema,Oncholaimellus,Oncholaimus,Onyx,Oxystomina,Paracanthonchus,Paracyatholaimus,Paralinhomoeus,Paramonhystera,Pareurystomina,Parodontophora,Phanodermopsis,Polygastrophora,Prochromadora,Prochromadorella,Promonhystera,Prooncholaimus,Pselionema,Pterygonema,Ptycholaimellus,Quadricoma,Retrotheristus,Rhabditis,Rhabdocoma,Rhabdodemania,Rhynchonema,Sabatieria,Siphonolaimus,Sphaerolaimus,Spirinia,Steineria,Synonchium,Syringolaimus,Terschellingia,Theristus,Thoracostomopsis,Trichotheristus,Tricoma,Trileptium,Tripyloides,Trissonchulus,Viscosia,Xyala,Xyzzors;Xyalidae,Thoracostomopsidae;;North America,Mexico,Gulf of Mexico;Nematodes;yes;yes;wos:000413382600023
Sören;Ectinosomatidae,Microphthalmus,Siphonolaimus,Odontophora,Theristus,Daptonema,Pomponema,Oncholaimellus;Ectinosomatidae;Harpacticoida,Mysidacea,Tanaidacea;Europe,Spain,Canary Islands;;yes;yes;wos:000415341600013
Sören;Tetranchyroderma;Thaumastodermatidae;Chaetonotid,Macrodasyid;Asia,South Korea;Gastrotrichs;yes;yes;wos:000415365400006
Sören;Cephalodasys,Dolichodasys,Mesodasys,Paradasys,Pleurodasys,Dactylopodola,Dendrodasys,Dendropodola,Hummondasys,Lepidodasys,Macrodasys,Thaidasys,Urodasys,Crasiella,Megadasys,Planodasys,Anandrodasys,Acanthodasys,Diplodasys,Oregodasys,Pseudostomella,Ptychostomella,Tetranchyroderma,Thaumastoderma,Desmodasys,Dinodasys,Paraturbanella,Prostobuccantia,Pseudoturbanella,Turbanella,Chordodasiopsis,Xenodasys,Neodasys,Aspidiophorus,Chaetonotus,Halichaetonotus,Heterolepidoderma,Caudichthydium,Ichthydium,Lepidodermella,Diuronotus,Musellifer,Draculiciteria,Heteroxenotrichula,Xenotrichula;Cephalodasyidae,Dactylopodolidae,Hummondasyidae,Lepidodasyidae,Macrodasyidae,Planodasyidae,Rhedudasyidae,Thaumastodermatidae,Turbanellidae,Xenodasyidae,Neodasyidae,Chaetonotidae,Muselliferidae,Xenotrichulidae;Macrodasyida,Chaetonotida;worldwide;Gastrotricha;yes;yes;wos:000415365400009
Sören;Coxicerberus,Gyratrix,Derocheilocaris,Corohelmis,Nitochra,Nitocra,Marionina,Aktedrilus,Paraleptastacus,Parastenocaris,Schizopera,Haplovejdovskya,Polygordius,Protodriloides,Protodrilus,Lindrilus,Leptastacus,Saccocirrus;Polygordiidae;;South America,Brazil;;yes;yes;wos:000416778200008
Jan;;;;Asia,India,Mumbai;Only phylum or class level id;yes;yes;wos:000417779200011
Sören;;;Tanaidacea;Europe,Italy;phyla or class level ID;yes;yes;wos:000417867600022
Jan;Paraturbanella;;;North America,Jamaica,Duncans Bay;;yes;yes;wos:000424271500004
Jan;Tryphoema,Rhizothrix;;;Europe,Turkey,Kavakköy;;yes;yes;wos:000428260400028
Jan;Chromaspirina,Daptonema,Metadesmolaimus,Neochromadora,Oncholaimellus,Paracanthonchus,Paracyatholaimus,Promonhystera,Theristus,Trichotheristus,Enoplolaimus,Sigmophoranema,Bolbolaimus;;;Europe,Belgium,De Panne;;yes;yes;wos:000430034100005
Jan;;;;North America,USA,Long Island;Only phylum and class level;yes;yes;wos:000430776400013
Jan;Hesionides,Microphthalmus,Neogyptis,Nerilla,Protodrilus,Pharyngocirrus,Neopetitia,Westheidesyllis;;;South America,Colombia,Magdalena;;yes;yes;wos:000438605300013
Jan;Scolelepis,Pisionidens;;;South America,Costa Rica,Tamandaré Bay;Mostly macrofauna;yes;yes;wos:000439025700012
Sören;Chaetonema,Daptonema,Metachromadora,Paradontophora,Rhynchonema,Xyala,Pselionema;;;North America,Mexico,Todos Santos Bay;Nematoda;yes;yes;wos:000440173400003
Jan;Capitella,Barantolla,Heteromastus,Notomastus,Dasybranchus,Decamastus,Leiohrides;;;Revision;Revision;yes;yes;wos:000446842000007
Sören;Syringolaimus,Dolicholaimus,Halalaimus,Viscosia,Oncholaimus,Bathylaimus,Aegialoalaimus,Spilophorella,Metachromadora,Paralongicyatholaimus,Synonochium,Desmodora,Molgolaimus,Spirina,Leptolaimus,Microlaimus,Bolbolaimus,Desmosolozenia,Haliplectus,Stylotheristus,Theristus ,Paramonhystrea ,Daptonema,Metalinhomoeus,Terschellingia;Ironidae,Oxystominidae,Oncholaimidae,Tripyloididae,Aegialoalaimdae,Chromadoridae,Desmodoridae,Selachinematidae,Cyatholaimidae,Leptolaimidae,Microlaimidae,Desmoscolecidae,Haliplectidae,Xyalidae,Linhomoeidae;Enoplida,Chromadorida,Monhysterida;Asia,Saudi Arabia,Red Sea;Nematoda;yes;yes;wos:000452542900004
Jan;Cephalodasys,Mesodasys,Paradasys,Pleurodasys,Dactylopodola,Macrodasys,Urodasys,Turbanella,Crasiella,Paraturbanella,Thaumastoderma,Planodasys,Acanthodasys,Diplodasys,Pseudostomella,Tetranchyroderma,;;;Asia,India;;yes;yes;wos:000456151500003
Jan;Thaidasys,Macrodasys,Kryptodasys;;;cosmopolitan;;yes;yes;wos:000469318000002
Sören;Daptonema,Theristus,Enoplolaimus,Anoplostoma,Chaetonema,Anticoma,Lauratonema,Trefusia,Adoncholaimus,Oncholaimellus,Oncholaimus,Polygastrophora,Halalaimus,Oxystomina,Bathylaimus,Actinonema,Chromadorita,Dichromadora,Hypodontolaimus,Innocuonema,Neochromadora,Trochamus,Filitonchus,Gomphionema,Nannolaimus,Neotonchus,Longicyatholaimus,Marylynnia,Metacyatholaimus,Nannolaimoides,Paralongicyatholaimus,Pomponema,Praeacanthonchus,Choniolaimus,Gammanema,Catanema,Chromaspirinia,Eubostrichus,Metachromadora,Molgolaimus,Pseudochromadora,Spirinia,Paradraconema,Microlaimus,Spirobolbolaimus,Monoposthia,Nudora,Desmoscolex,Cyartonema,Sphaerolaimus,Ammotheristus,Omicronema,Paramonohystera,Prorhynchonema,Trichotheristus,Eumorpholaimus,Linhomoeus,Metalinhomoeus,Terschellingia,Axonolaimus,Odontophora,Paracomesoma,Sabatieria,Campylaimus,Dagda,Leptolaimus,Aegialoalaimus,Diplopeltoides,Dasynemoides,Metadasynemoides,Pselionema;Chromadoridae,Cyatholaimidae,Desmodoridae,Xyalidae,Thoracostomopsidae,Anoplostomatidae,Anticomidae,Trefusiidae,Oncholaimidae,Enchelidiidae,Oxystominidae,Tripyloididae,Neotonchidae,Selachinematidae,Draconematidae,Microlaimidae,Monoposthidae,Desmoscolecidae,Cyartonematidae,Sphaerolaimidae,Linhomoeidae,Axonolaimidae,Comesomatidae,Diplopeltidae,Leptolaimidae,Aegialoalaimidae,Diplopeltoididae,Ceramonematidae;Enoplida,Chromadorida,Desmodorida,Desmoscolecida,Monhysterida,Araeolaimida,Plectida;South America,Brazil,Caixa d’Água;Nematoda;yes;yes;wos:000472172800001
Jan;Ascolaimus,Chromadorita,Daptonema,Enoplolaimus,Epacanthion,Latronema,Lauratonema,Leptolaimus,Marylynnia,Metachromadora,Microlaimus,Odontophora,Oncholaimus,Paracanthonchus,Paracyatholaimus,Pseudosteineria,Southerniella,Thalassomonhystera,Theristus,Trissonchulus ;;;South America,Brazil,Rio de Janeiro;;yes;yes;wos:000472813500020
Jan;Nitokra;;;;;yes;yes;wos:000474363400041
Jan;paramonohystera;;;Asia,China,Weihai;;yes;yes;wos:000475689200024
