include;verbatimScientificName;AphiaID;Match.type;ScientificName;Taxon.status;ScientificName_accepted;Kingdom;Group;Phylum;Class;Order;Family;Synonyms.included
YES;Hoplopera;142449;exact;Hoplopera;accepted;Hoplopera;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Typhloplanidae;
YES;Pratoplana;142454;exact;Pratoplana;accepted;Pratoplana;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Typhloplanidae;
YES;Monticellina;479441;exact;Monticellina;accepted;Monticellina;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;Umagillidae;
YES;Bresslauilla;142280;exact;Bresslauilla;accepted;Bresslauilla;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;;
YES;Brinkmanniella;142406;exact;Brinkmanniella;accepted;Brinkmanniella;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;;
YES;Marirhynchus;142352;exact;Marirhynchus;accepted;Marirhynchus;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;;
YES;Nesite;1063152;exact;Nesite;accepted;Nesite;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;;
YES;Orostylis;1567841;exact;Orostylis;accepted;Orostylis;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;;
YES;Zonorhynchus;142321;exact;Zonorhynchus;accepted;Zonorhynchus;Animalia;Platyhelminthes;Platyhelminthes;;Rhabdocoela;;
YES;Procerodes;142514;exact;Procerodes;accepted;Procerodes;Animalia;Platyhelminthes;Platyhelminthes;;Tricladida;Procerodidae;
YES;Haplopharynx;142193;exact;Haplopharynx;accepted;Haplopharynx;Animalia;Platyhelminthes;Platyhelminthes;;;Haplopharyngidae;
YES;Macrostomum;142205;exact;Macrostomum;accepted;Macrostomum;Animalia;Platyhelminthes;Platyhelminthes;;;Macrostomidae;as Archimacrostomum
YES;Antromacrostomum;142203;exact;Antromacrostomum;accepted;Antromacrostomum;Animalia;Platyhelminthes;Platyhelminthes;;;Macrostomidae;
YES;Psammomacrostomum;142208;exact;Psammomacrostomum;accepted;Psammomacrostomum;Animalia;Platyhelminthes;Platyhelminthes;;;Macrostomidae;
YES;Retronectes;142190;exact;Retronectes;accepted;Retronectes;Animalia;Platyhelminthes;Platyhelminthes;;;Retronectidae;
YES;Bradynectes;142204;exact;Bradynectes;accepted;Bradynectes;Animalia;Platyhelminthes;Platyhelminthes;;;;
YES;Myozona;142206;exact;Myozona;accepted;Myozona;Animalia;Platyhelminthes;Platyhelminthes;;;;
YES;Tubiluchus;101096;exact;Tubiluchus;accepted;Tubiluchus;Animalia;Priapulida;Priapulida;;Priapulomorpha;Tubiluchidae;
YES;Pompholyx;134933;exact;Pompholyx;accepted;Pompholyx;Animalia;Rotifera;Rotifera;Eurotatoria;Flosculariaceae;Testudinellidae;
YES;Filinia;134931;exact;Filinia;accepted;Filinia;Animalia;Rotifera;Rotifera;Eurotatoria;Flosculariaceae;Trochosphaeridae;
YES;Asplanchna;134935;exact;Asplanchna;accepted;Asplanchna;Animalia;Rotifera;Rotifera;Eurotatoria;Ploima;Asplanchnidae;
YES;Brachionus;134937;exact;Brachionus;accepted;Brachionus;Animalia;Rotifera;Rotifera;Eurotatoria;Ploima;Brachionidae;
YES;Keratella;134941;exact;Keratella;accepted;Keratella;Animalia;Rotifera;Rotifera;Eurotatoria;Ploima;Brachionidae;
YES;Notholca;134944;exact;Notholca;accepted;Notholca;Animalia;Rotifera;Rotifera;Eurotatoria;Ploima;Brachionidae;
YES;Aspelta;134948;exact;Aspelta;accepted;Aspelta;Animalia;Rotifera;Rotifera;Eurotatoria;Ploima;Dicranophoridae;
YES;Encentrum;134949;exact;Encentrum;accepted;Encentrum;Animalia;Rotifera;Rotifera;Eurotatoria;Ploima;Dicranophoridae;
YES;Erignatha;368546;exact;Erignatha;accepted;Erignatha;Animalia;Rotifera;Rotifera;Eurotatoria;Ploima;Dicranophoridae;
YES;Paradicranophorus;134950;exact;Paradicranophorus;accepted;Paradicranophorus;Animalia;Rotifera;Rotifera;Eurotatoria;Ploima;Dicranophoridae;
YES;Euchlanis;134939;exact;Euchlanis;accepted;Euchlanis;Animalia;Rotifera;Rotifera;Eurotatoria;Ploima;Euchlanidae;
YES;Lecane;134952;exact;Lecane;accepted;Lecane;Animalia;Rotifera;Rotifera;Eurotatoria;Ploima;Lecanidae;
YES;Colurella;134938;exact;Colurella;accepted;Colurella;Animalia;Rotifera;Rotifera;Eurotatoria;Ploima;Lepadellidae;
YES;Lepadella;134942;exact;Lepadella;accepted;Lepadella;Animalia;Rotifera;Rotifera;Eurotatoria;Ploima;Lepadellidae;
YES;Lindia;134954;exact;Lindia;accepted;Lindia;Animalia;Rotifera;Rotifera;Eurotatoria;Ploima;Lindiidae;
YES;Cephalodella;134955;exact;Cephalodella;accepted;Cephalodella;Animalia;Rotifera;Rotifera;Eurotatoria;Ploima;Notommatidae;
YES;Proales;134953;exact;Proales;accepted;Proales;Animalia;Rotifera;Rotifera;Eurotatoria;Ploima;Proalidae;
YES;Trichocerca;134959;exact;Trichocerca;accepted;Trichocerca;Animalia;Rotifera;Rotifera;Eurotatoria;Ploima;Trichocercidae;
YES;Hypsibius;342574;exact;Hypsibius;accepted;Hypsibius;Animalia;Tardigrada;Tardigrada;Eutardigrada;Parachela;Hypsibiidae;
YES;Dactylobiotus;342557;exact;Dactylobiotus;accepted;Dactylobiotus;Animalia;Tardigrada;Tardigrada;Eutardigrada;Parachela;Murrayidae;
YES;Archechiniscus;342546;exact;Archechiniscus;accepted;Archechiniscus;Animalia;Tardigrada;Tardigrada;Heterotardigrada;Arthrotardigrada;Archechiniscidae;
YES;Batillipes;136629;exact;Batillipes;accepted;Batillipes;Animalia;Tardigrada;Tardigrada;Heterotardigrada;Arthrotardigrada;Batillipedidae;
YES;Chrysoarctus;225810;exact;Chrysoarctus;accepted;Chrysoarctus;Animalia;Tardigrada;Tardigrada;Heterotardigrada;Arthrotardigrada;Halechiniscidae;
YES;Clavarctus;342555;exact;Clavarctus;accepted;Clavarctus;Animalia;Tardigrada;Tardigrada;Heterotardigrada;Arthrotardigrada;Halechiniscidae;
YES;Dipodarctus;342559;exact;Dipodarctus;accepted;Dipodarctus;Animalia;Tardigrada;Tardigrada;Heterotardigrada;Arthrotardigrada;Halechiniscidae;
YES;Euclavarctus;182863;exact;Euclavarctus;accepted;Euclavarctus;Animalia;Tardigrada;Tardigrada;Heterotardigrada;Arthrotardigrada;Halechiniscidae;
YES;Exoclavarctus;136635;exact;Exoclavarctus;accepted;Exoclavarctus;Animalia;Tardigrada;Tardigrada;Heterotardigrada;Arthrotardigrada;Halechiniscidae;
YES;Halechiniscus;136637;exact;Halechiniscus;accepted;Halechiniscus;Animalia;Tardigrada;Tardigrada;Heterotardigrada;Arthrotardigrada;Halechiniscidae;
YES;Opydorscus;342595;exact;Opydorscus;accepted;Opydorscus;Animalia;Tardigrada;Tardigrada;Heterotardigrada;Arthrotardigrada;Halechiniscidae;
YES;Orzeliscus;136639;exact;Orzeliscus;accepted;Orzeliscus;Animalia;Tardigrada;Tardigrada;Heterotardigrada;Arthrotardigrada;Halechiniscidae;
YES;Proclavarctus;182857;exact;Proclavarctus;accepted;Proclavarctus;Animalia;Tardigrada;Tardigrada;Heterotardigrada;Arthrotardigrada;Halechiniscidae;
YES;Pseudostygarctus;225786;exact;Pseudostygarctus;accepted;Pseudostygarctus;Animalia;Tardigrada;Tardigrada;Heterotardigrada;Arthrotardigrada;Stygarctidae;
YES;Angursa;342542;exact;Angursa;accepted;Angursa;Animalia;Tardigrada;Tardigrada;Heterotardigrada;Arthrotardigrada;Styraconyxidae;
YES;Bathyechiniscus;136634;exact;Bathyechiniscus;accepted;Bathyechiniscus;Animalia;Tardigrada;Tardigrada;Heterotardigrada;Arthrotardigrada;Styraconyxidae;
YES;Lepoarctus;342578;exact;Lepoarctus;accepted;Lepoarctus;Animalia;Tardigrada;Tardigrada;Heterotardigrada;Arthrotardigrada;Styraconyxidae;
YES;Paratanarctus;136640;exact;Paratanarctus;accepted;Paratanarctus;Animalia;Tardigrada;Tardigrada;Heterotardigrada;Arthrotardigrada;Styraconyxidae;
YES;Pleocola;136641;exact;Pleocola;accepted;Pleocola;Animalia;Tardigrada;Tardigrada;Heterotardigrada;Arthrotardigrada;Styraconyxidae;
YES;Raiarctus;136642;exact;Raiarctus;accepted;Raiarctus;Animalia;Tardigrada;Tardigrada;Heterotardigrada;Arthrotardigrada;Styraconyxidae;
YES;Rhomboarctus;225788;exact;Rhomboarctus;accepted;Rhomboarctus;Animalia;Tardigrada;Tardigrada;Heterotardigrada;Arthrotardigrada;Styraconyxidae;
YES;Styraconyx;136643;exact;Styraconyx;accepted;Styraconyx;Animalia;Tardigrada;Tardigrada;Heterotardigrada;Arthrotardigrada;Styraconyxidae;
YES;Tetrakentron;342615;exact;Tetrakentron;accepted;Tetrakentron;Animalia;Tardigrada;Tardigrada;Heterotardigrada;Arthrotardigrada;Styraconyxidae;
YES;Tholoarctus;136645;exact;Tholoarctus;accepted;Tholoarctus;Animalia;Tardigrada;Tardigrada;Heterotardigrada;Arthrotardigrada;Styraconyxidae;
YES;Anisonyches;342543;exact;Anisonyches;accepted;Anisonyches;Animalia;Tardigrada;Tardigrada;Heterotardigrada;Echiniscoidea;Echiniscoididae;
YES;Echiniscoides;136632;exact;Echiniscoides;accepted;Echiniscoides;Animalia;Tardigrada;Tardigrada;Heterotardigrada;Echiniscoidea;Echiniscoididae;
YES;Oreella;342596;exact;Oreella;accepted;Oreella;Animalia;Tardigrada;Tardigrada;Heterotardigrada;Echiniscoidea;Oreellidae;
YES;Convoluta;142148;exact;Convoluta;accepted;Convoluta;Animalia;Xenacoelomorpha;Xenacoelomorpha;;Acoela;Convolutidae;
YES;Amphiscolops;142141;exact;Amphiscolops;accepted;Amphiscolops;Animalia;Xenacoelomorpha;Xenacoelomorpha;;Acoela;Convolutidae;
YES;Heterochaerus;379809;exact;Heterochaerus;accepted;Heterochaerus;Animalia;Xenacoelomorpha;Xenacoelomorpha;;Acoela;Convolutidae;
YES;Symsagittifera;390891;exact;Symsagittifera;accepted;Symsagittifera;Animalia;Xenacoelomorpha;Xenacoelomorpha;;Acoela;Convolutidae;
YES;Philactinoposthia;142138;exact;Philactinoposthia;accepted;Philactinoposthia;Animalia;Xenacoelomorpha;Xenacoelomorpha;;Acoela;Dakuidae;
YES;Philocelis;142183;exact;Philocelis;accepted;Philocelis;Animalia;Xenacoelomorpha;Xenacoelomorpha;;Acoela;Dakuidae;
YES;Diopisthoporus;142158;exact;Diopisthoporus;accepted;Diopisthoporus;Animalia;Xenacoelomorpha;Xenacoelomorpha;;Acoela;Diopisthoporidae;
YES;Baltalimania;142145;exact;Archaphanostoma;accepted;Baltalimania;Animalia;Xenacoelomorpha;Xenacoelomorpha;;Acoela;Isodiametridae;as Archaphanostoma
YES;Avagina;142144;exact;Avagina;accepted;Avagina;Animalia;Xenacoelomorpha;Xenacoelomorpha;;Acoela;Isodiametridae;
YES;Haplocelis;379807;exact;Haplocelis;accepted;Haplocelis;Animalia;Xenacoelomorpha;Xenacoelomorpha;;Acoela;Isodiametridae;
YES;Praeaphanostoma;142152;exact;Praeaphanostoma;accepted;Praeaphanostoma;Animalia;Xenacoelomorpha;Xenacoelomorpha;;Acoela;Isodiametridae;
YES;Praeconvoluta;142153;exact;Praeconvoluta;accepted;Praeconvoluta;Animalia;Xenacoelomorpha;Xenacoelomorpha;;Acoela;Isodiametridae;as Isodiametra
YES;Proaphanostoma;142154;exact;Proaphanostoma;accepted;Proaphanostoma;Animalia;Xenacoelomorpha;Xenacoelomorpha;;Acoela;Isodiametridae;
YES;Pseudaphanostoma;142156;exact;Pseudaphanostoma;accepted;Pseudaphanostoma;Animalia;Xenacoelomorpha;Xenacoelomorpha;;Acoela;Isodiametridae;
YES;Eumecynostomum;142170;exact;Eumecynostomum;accepted;Eumecynostomum;Animalia;Xenacoelomorpha;Xenacoelomorpha;;Acoela;Mecynostomidae;
YES;Faerlea;142149;exact;Faerlea;accepted;Faerlea;Animalia;Xenacoelomorpha;Xenacoelomorpha;;Acoela;Mecynostomidae;
YES;Mecynostomum;142171;exact;Mecynostomum;accepted;Mecynostomum;Animalia;Xenacoelomorpha;Xenacoelomorpha;;Acoela;Mecynostomidae;
YES;Paramecynostomum;142174;exact;Paramecynostomum;accepted;Paramecynostomum;Animalia;Xenacoelomorpha;Xenacoelomorpha;;Acoela;Mecynostomidae;
YES;Otocelis;142182;exact;Otocelis;accepted;Otocelis;Animalia;Xenacoelomorpha;Xenacoelomorpha;;Acoela;Otocelididae;
YES;Hesiolicium;379808;exact;Hesiolicium;accepted;Hesiolicium;Animalia;Xenacoelomorpha;Xenacoelomorpha;;Acoela;Paratomellidae;
YES;Paratomella;142184;exact;Paratomella;accepted;Paratomella;Animalia;Xenacoelomorpha;Xenacoelomorpha;;Acoela;Paratomellidae;
YES;Haplogonaria;142162;exact;Haplogonaria;accepted;Haplogonaria;Animalia;Xenacoelomorpha;Xenacoelomorpha;;Acoela;Proporidae;
YES;Haploposthia;142163;exact;Haploposthia;accepted;Haploposthia;Animalia;Xenacoelomorpha;Xenacoelomorpha;;Acoela;Proporidae;
YES;Kuma;142164;exact;Kuma;accepted;Kuma;Animalia;Xenacoelomorpha;Xenacoelomorpha;;Acoela;Proporidae;
YES;Parahaploposthia;142166;exact;Parahaploposthia;accepted;Parahaploposthia;Animalia;Xenacoelomorpha;Xenacoelomorpha;;Acoela;Proporidae;
YES;Oligofilomorpha;142187;exact;Oligofilomorpha;accepted;Oligofilomorpha;Animalia;Xenacoelomorpha;Xenacoelomorpha;;Acoela;Solenofilomorphidae;
YES;Solenofilomorpha;142188;exact;Solenofilomorpha;accepted;Solenofilomorpha;Animalia;Xenacoelomorpha;Xenacoelomorpha;;Acoela;Solenofilomorphidae;
YES;Flagellophora;142211;exact;Flagellophora;accepted;Flagellophora;Animalia;Xenacoelomorpha;Xenacoelomorpha;;Nemertodermatida;Ascopariidae;
YES;Meara;142212;exact;Meara;accepted;Meara;Animalia;Xenacoelomorpha;Xenacoelomorpha;;Nemertodermatida;Nemertodermatidae;
YES;Nemertinoides;379814;exact;Nemertinoides;accepted;Nemertinoides;Animalia;Xenacoelomorpha;Xenacoelomorpha;;Nemertodermatida;Nemertodermatidae;
YES;Sterreria;379828;exact;Sterreria;accepted;Sterreria;Animalia;Xenacoelomorpha;Xenacoelomorpha;;Nemertodermatida;Nemertodermatidae;
