include;verbatimScientificName;AphiaID;Match.type;ScientificName;Taxon.status;ScientificName_accepted;Kingdom;Group;Phylum;Class;Order;Family;Synonyms.included
YES;Itunella;115240;exact;Itunella;accepted;Itunella;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Canthocamptidae;
YES;Mesochra;115241;exact;Mesochra;accepted;Mesochra;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Canthocamptidae;
YES;Mesopsyllus;115242;exact;Mesopsyllus;accepted;Mesopsyllus;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Canthocamptidae;
YES;Nannomesochra;115243;exact;Nannomesochra;accepted;Nannomesochra;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Canthocamptidae;
YES;Psammocamptus;115246;exact;Psammocamptus;accepted;Psammocamptus;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Canthocamptidae;
YES;Acrenhydrosoma;115262;exact;Acrenhydrosoma;accepted;Acrenhydrosoma;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Cletodidae;
YES;Cletodes;115263;exact;Cletodes;accepted;Cletodes;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Cletodidae;
YES;Enhydrosoma;115264;exact;Enhydrosoma;accepted;Enhydrosoma;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Cletodidae;
YES;Limnocletodes;115266;exact;Limnocletodes;accepted;Limnocletodes;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Cletodidae;
YES;Stylicletodes;115271;exact;Stylicletodes;accepted;Stylicletodes;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Cletodidae;
YES;Boreopontia;115275;exact;Boreopontia;accepted;Boreopontia;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Cylindropsyllidae;
YES;Cylindropsyllus;115276;exact;Cylindropsyllus;accepted;Cylindropsyllus;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Cylindropsyllidae;
YES;Cylinula;115277;exact;Cylinula;accepted;Cylinula;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Cylindropsyllidae;
YES;Evansula;115278;exact;Evansula;accepted;Evansula;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Cylindropsyllidae;
YES;Navalonia;150066;exact;Navalonia;accepted;Navalonia;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Cylindropsyllidae;
YES;Selenopsyllus;115279;exact;Selenopsyllus;accepted;Selenopsyllus;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Cylindropsyllidae;
YES;Stenocaris;115280;exact;Stenocaris;accepted;Stenocaris;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Cylindropsyllidae;
YES;Stenocaropsis;115281;exact;Stenocaropsis;accepted;Stenocaropsis;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Cylindropsyllidae;
YES;Willemsia;115282;exact;Willemsia;accepted;Willemsia;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Cylindropsyllidae;
YES;Dactylopusia;115458;exact;Dactylopusia;accepted;Dactylopusia;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Dactylopusiidae;as Dactylopodia
YES;Diarthrodes;115460;exact;Diarthrodes;accepted;Diarthrodes;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Dactylopusiidae;
YES;Paradactylopodia;115464;exact;Paradactylopodia;accepted;Paradactylopodia;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Dactylopusiidae;
YES;Leptocaris;115301;exact;Horsiella;accepted;Leptocaris;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Darcythompsoniidae;as Horsiella
YES;Glabrotelson;416353;exact;Hastigerella;accepted;Glabrotelson;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Ectinosomatidae;as Hastigerella
YES;Arenosetella;115330;exact;Arenosetella;accepted;Arenosetella;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Ectinosomatidae;
YES;Ectinosoma;115333;exact;Ectinosoma;accepted;Ectinosoma;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Ectinosomatidae;
YES;Halectinosoma;115336;exact;Halectinosoma;accepted;Halectinosoma;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Ectinosomatidae;
YES;Halophytophilus;115337;exact;Halophytophilus;accepted;Halophytophilus;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Ectinosomatidae;
YES;Microsetella;115341;exact;Microsetella;accepted;Microsetella;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Ectinosomatidae;
YES;Noodtiella;115342;exact;Noodtiella;accepted;Noodtiella;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Ectinosomatidae;as Lineosoma
YES;Parabradya;347672;exact;Parabradya;accepted;Parabradya;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Ectinosomatidae;
YES;Pseudobradya;115345;exact;Pseudobradya;accepted;Pseudobradya;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Ectinosomatidae;
YES;Sigmatidium;115346;exact;Sigmatidium;accepted;Sigmatidium;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Ectinosomatidae;
YES;Zausodes;150157;exact;Zausodes;accepted;Zausodes;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Harpacticidae;
YES;Harpacticus;115349;exact;Harpacticus;accepted;Harpacticus;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Harpacticidae;
YES;Perissocope;115350;exact;Perissocope;accepted;Perissocope;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Harpacticidae;
YES;Tigriopus;115351;exact;Tigriopus;accepted;Tigriopus;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Harpacticidae;
YES;Zaus;115352;exact;Zaus;accepted;Zaus;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Harpacticidae;
YES;Tachidiella;115482;exact;Tachidiella;accepted;Tachidiella;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Idyanthidae;
YES;Quinquelaophonte;115387;exact;Quinquelaophonte;accepted;Quinquelaophonte;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Laophontidae;
YES;Asellopsis;115363;exact;Asellopsis;accepted;Asellopsis;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Laophontidae;
YES;Echinolaophonte;115367;exact;Echinolaophonte;accepted;Echinolaophonte;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Laophontidae;
YES;Esola;115368;exact;Esola;accepted;Esola;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Laophontidae;
YES;Heterolaophonte;115371;exact;Heterolaophonte;accepted;Heterolaophonte;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Laophontidae;
YES;Klieonychocamptoides;115372;exact;Klieonychocamptoides;accepted;Klieonychocamptoides;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Laophontidae;
YES;Klieonychocamptus;115373;exact;Klieonychocamptus;accepted;Klieonychocamptus;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Laophontidae;
YES;Laophonte;115374;exact;Laophonte;accepted;Laophonte;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Laophontidae;
YES;Laophontina;115375;exact;Laophontina;accepted;Laophontina;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Laophontidae;
YES;Paralaophonte;115379;exact;Paralaophonte;accepted;Paralaophonte;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Laophontidae;as Loureirophonte
YES;Paronychocamptus;115380;exact;Paronychocamptus;accepted;Paronychocamptus;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Laophontidae;
YES;Pseudolaophonte;115385;exact;Pseudolaophonte;accepted;Pseudolaophonte;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Laophontidae;
YES;Pseudonychocamptus;115386;exact;Pseudonychocamptus;accepted;Pseudonychocamptus;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Laophontidae;
YES;Laophontopsis;115390;exact;Laophontopsis;accepted;Laophontopsis;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Laophontopsidae;
YES;Arenocaris;115393;exact;Arenocaris;accepted;Arenocaris;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Leptastacidae;
YES;Arenotopa;149953;exact;Arenotopa;accepted;Arenotopa;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Leptastacidae;
YES;Cerconeotes;149956;exact;Cerconeotes;accepted;Cerconeotes;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Leptastacidae;
YES;Leptastacus;115394;exact;Leptastacus;accepted;Leptastacus;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Leptastacidae;
YES;Paraleptastacus;115397;exact;Paraleptastacus;accepted;Paraleptastacus;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Leptastacidae;
YES;Psammastacus;115399;exact;Psammastacus;nomen nudum;;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Leptastacidae;
YES;Sewellina;150178;exact;Sewellina;accepted;Sewellina;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Leptopontiidae;
YES;Leptopontia;115401;exact;Leptopontia;accepted;Leptopontia;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Leptopontiidae;
YES;Notopontia;150179;exact;Notopontia;accepted;Notopontia;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Leptopontiidae;
YES;Psammopsyllus;115435;exact;Psammopsyllus;accepted;Psammopsyllus;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Leptopontiidae;
YES;Lourinia;115404;exact;Lourinia;accepted;Lourinia;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Louriniidae;
YES;Laubieria;115405;exact;Laubieria;accepted;Laubieria;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Metidae;
YES;Metis;115406;exact;Metis;accepted;Metis;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Metidae;
YES;Amonardia;115302;exact;Amonardia;accepted;Amonardia;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Miraciidae;
YES;Amphiascoides;115303;exact;Amphiascoides;accepted;Amphiascoides;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Miraciidae;
YES;Amphiascopsis;115304;exact;Amphiascopsis;accepted;Amphiascopsis;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Miraciidae;
YES;Amphiascus;115305;exact;Amphiascus;accepted;Amphiascus;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Miraciidae;
YES;Bulbamphiascus;115306;exact;Bulbamphiascus;accepted;Bulbamphiascus;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Miraciidae;
YES;Dactylopodamphiascopsis;115307;exact;Dactylopodamphiascopsis;accepted;Dactylopodamphiascopsis;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Miraciidae;
YES;Diosaccus;115309;exact;Diosaccus;accepted;Diosaccus;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Miraciidae;
YES;Haloschizopera;115311;exact;Haloschizopera;accepted;Haloschizopera;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Miraciidae;
YES;Helmutkunzia;150038;exact;Helmutkunzia;accepted;Helmutkunzia;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Miraciidae;
YES;Macrosetella;115408;exact;Macrosetella;accepted;Macrosetella;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Miraciidae;
YES;Melima;231707;exact;Melima;accepted;Melima;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Miraciidae;
YES;Miracia;115409;exact;Miracia;accepted;Miracia;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Miraciidae;
YES;Paramphiascella;115314;exact;Paramphiascella;accepted;Paramphiascella;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Miraciidae;
YES;Protopsammotopa;115317;exact;Protopsammotopa;accepted;Protopsammotopa;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Miraciidae;
YES;Psammotopa;115318;exact;Psammotopa;accepted;Psammotopa;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Miraciidae;
YES;Pseudobalucopsylla;1548002;exact;Pseudobalucopsylla;accepted;Pseudobalucopsylla;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Miraciidae;
YES;Pseudostenhelia;150034;exact;Pseudostenhelia;accepted;Pseudostenhelia;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Miraciidae;
YES;Rhyncholagena;115322;exact;Rhyncholagena;accepted;Rhyncholagena;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Miraciidae;
YES;Robertgurneya;115323;exact;Robertgurneya;nomen nudum;;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Miraciidae;
YES;Robertsonia;115324;exact;Robertsonia;accepted;Robertsonia;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Miraciidae;
YES;Sarsamphiascus;549120;exact;Sarsamphiascus;accepted;Sarsamphiascus;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Miraciidae;
YES;Schizopera;115325;exact;Schizopera;accepted;Schizopera;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Miraciidae;
YES;Stenhelia;115327;exact;Stenhelia;accepted;Stenhelia;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Miraciidae;
YES;Typhlamphiascus;115329;exact;Typhlamphiascus;accepted;Typhlamphiascus;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Miraciidae;
YES;Huntemannia;115353;exact;Huntemannia;accepted;Huntemannia;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Nannopodidae;
YES;Nannopus;115356;exact;Nannopus;accepted;Nannopus;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Nannopodidae;
YES;Normanella;115413;exact;Normanella;accepted;Normanella;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Normanellidae;
YES;Orthopsyllus;115416;exact;Orthopsyllus;accepted;Orthopsyllus;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Orthopsyllidae;
YES;Emertonia;347109;exact;Emertonia;accepted;Emertonia;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Paramesochridae;as Kliopsyllus
YES;Apodopsyllus;534146;exact;Apodopsyllus;accepted;Apodopsyllus;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Paramesochridae;
YES;Biuncus;150147;exact;Biuncus;accepted;Biuncus;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Paramesochridae;
YES;Diarthrodella;115418;exact;Diarthrodella;accepted;Diarthrodella;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Paramesochridae;
YES;Leptopsyllus;115420;exact;Leptopsyllus;accepted;Leptopsyllus;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Paramesochridae;as Paraleptopsyllus
YES;Meiopsyllus;115421;exact;Meiopsyllus;accepted;Meiopsyllus;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Paramesochridae;
YES;Paramesochra;115422;exact;Paramesochra;accepted;Paramesochra;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Paramesochridae;
YES;Remanea;115423;exact;Remanea;accepted;Remanea;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Paramesochridae;
YES;Wellsopsyllus;150083;exact;Wellsopsyllus;accepted;Wellsopsyllus;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Paramesochridae;as Intermedopsyllus, Scottopsyllus
YES;Parastenhelia;115425;exact;Parastenhelia;accepted;Parastenhelia;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Parastenheliidae;
YES;Parastenocaris;115426;exact;Parastenocaris;accepted;Parastenocaris;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Parastenocarididae;
YES;Alteutha;115427;exact;Alteutha;accepted;Alteutha;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Peltidiidae;
YES;Eupelte;115428;exact;Eupelte;accepted;Eupelte;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Peltidiidae;
YES;Paradanielssenia;115293;exact;Paradanielssenia;accepted;Paradanielssenia;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Pseudotachidiidae;
YES;Afrosenia;150153;exact;Afrosenia;accepted;Afrosenia;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Pseudotachidiidae;
YES;Carolinicola;150151;exact;Carolinicola;taxon inquirendum;Carolinicola;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Pseudotachidiidae;
YES;Danielssenia;115287;exact;Danielssenia;accepted;Danielssenia;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Pseudotachidiidae;
YES;Jonesiella;115289;exact;Jonesiella;accepted;Jonesiella;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Pseudotachidiidae;
YES;Micropsammis;115291;exact;Micropsammis;accepted;Micropsammis;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Pseudotachidiidae;
YES;Peltisenia;115295;exact;Peltisenia;accepted;Peltisenia;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Pseudotachidiidae;
YES;Prionos;150154;exact;Prionos;accepted;Prionos;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Pseudotachidiidae;
YES;Sentiropsis;150152;exact;Sentiropsis;accepted;Sentiropsis;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Pseudotachidiidae;
YES;Telopsammis;115298;exact;Telopsammis;accepted;Telopsammis;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Pseudotachidiidae;
YES;Rhizothrix;534122;exact;Rhizothrix;accepted;Rhizothrix;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Rhizotrichidae;
YES;Tryphoema;115437;exact;Tryphoema;accepted;Tryphoema;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Rhizotrichidae;
YES;Euterpina;115348;exact;Euterpina;accepted;Euterpina;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Tachidiidae;
YES;Microarthridion;115443;exact;Microarthridion;accepted;Microarthridion;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Tachidiidae;
YES;Tachidius;115444;exact;Tachidius;accepted;Tachidius;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Tachidiidae;
YES;Parategastes;115445;exact;Parategastes;accepted;Parategastes;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Tegastidae;
YES;Tegastes;115447;exact;Tegastes;accepted;Tegastes;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Tegastidae;
YES;Diagoniceps;150057;exact;Diagoniceps;accepted;Diagoniceps;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Tetragonicipitidae;
YES;Phyllopodopsyllus;115451;exact;Phyllopodopsyllus;accepted;Phyllopodopsyllus;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Tetragonicipitidae;
YES;Tetragoniceps;115454;exact;Tetragoniceps;accepted;Tetragoniceps;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Tetragonicipitidae;
YES;Eudactylopus;115462;exact;Eudactylopus;accepted;Eudactylopus;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Thalestridae;
YES;Parathalestris;115465;exact;Parathalestris;accepted;Parathalestris;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Thalestridae;
YES;Phyllothalestris;115467;exact;Phyllothalestris;accepted;Phyllothalestris;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Thalestridae;
YES;Rhynchothalestris;115469;exact;Rhynchothalestris;accepted;Rhynchothalestris;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Thalestridae;
YES;Thompsonula;115472;exact;Thompsonula;accepted;Thompsonula;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Thompsonulidae;
YES;Scutellidium;115481;exact;Scutellidium;accepted;Scutellidium;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Tisbidae;
YES;Tisbe;115484;exact;Tisbe;accepted;Tisbe;Animalia;Copepoda;Arthropoda;Copepoda;Harpacticoida;Tisbidae;
NO;Caenis;593169;exact;Caenis;accepted;Caenis;Animalia;Hexapoda;Arthropoda;Hexapoda;Ephemeroptera;Caenidae;
NO;Ceratophysella;994591;exact;Ceratophysella;accepted;Ceratophysella;Animalia;Hexapoda;Arthropoda;Hexapoda;;Hypogastruridae;
NO;Ampelisca;101445;exact;Ampelisca;accepted;Ampelisca;Animalia;Malacostraca;Arthropoda;Malacostraca;Amphipoda;Ampeliscidae;
NO;Bathyporeia;101742;exact;Bathyporeia;accepted;Bathyporeia;Animalia;Malacostraca;Arthropoda;Malacostraca;Amphipoda;Bathyporeiidae;
NO;Calliopius;101511;exact;Calliopius;accepted;Calliopius;Animalia;Malacostraca;Arthropoda;Malacostraca;Amphipoda;Calliopiidae;
NO;Corophium;101489;exact;Corophium;accepted;Corophium;Animalia;Malacostraca;Arthropoda;Malacostraca;Amphipoda;Corophiidae;
NO;Allorchestes;204540;exact;Allorchestes;accepted;Allorchestes;Animalia;Malacostraca;Arthropoda;Malacostraca;Amphipoda;Dogielinotidae;
NO;Haustorioides;489539;exact;Haustorioides;accepted;Haustorioides;Animalia;Malacostraca;Arthropoda;Malacostraca;Amphipoda;Dogielinotidae;
NO;Hyalella;158104;exact;Hyalella;accepted;Hyalella;Animalia;Malacostraca;Arthropoda;Malacostraca;Amphipoda;Hyalellidae;
NO;Hyale;101547;exact;Hyale;accepted;Hyale;Animalia;Malacostraca;Arthropoda;Malacostraca;Amphipoda;Hyalidae;
NO;Hyperiidae;101417;exact;Hyperiidae;accepted;Hyperiidae;Animalia;Malacostraca;Arthropoda;Malacostraca;Amphipoda;Hyperiidae;
NO;Ischyroceridae;101389;exact;Ischyroceridae;accepted;Ischyroceridae;Animalia;Malacostraca;Arthropoda;Malacostraca;Amphipoda;Ischyroceridae;
NO;Jassa;101571;exact;Jassa;accepted;Jassa;Animalia;Malacostraca;Arthropoda;Malacostraca;Amphipoda;Ischyroceridae;
NO;Lysianassidae;101395;exact;Lysianassidae;accepted;Lysianassidae;Animalia;Malacostraca;Arthropoda;Malacostraca;Amphipoda;Lysianassidae;
NO;Pontocrates;101702;exact;Pontocrates;accepted;Pontocrates;Animalia;Malacostraca;Arthropoda;Malacostraca;Amphipoda;Oedicerotidae;
NO;Synchelidium;101704;exact;Synchelidium;accepted;Synchelidium;Animalia;Malacostraca;Arthropoda;Malacostraca;Amphipoda;Oedicerotidae;
NO;Pontogeneia;101527;exact;Pontogeneia;accepted;Pontogeneia;Animalia;Malacostraca;Arthropoda;Malacostraca;Amphipoda;Pontogeneiidae;
NO;Urothoe;101789;exact;Urothoe;accepted;Urothoe;Animalia;Malacostraca;Arthropoda;Malacostraca;Amphipoda;Urothoidae;
NO;Callianassa;107072;exact;Callianassa;accepted;Callianassa;Animalia;Malacostraca;Arthropoda;Malacostraca;Decapoda;Callianassidae;
NO;Eurydice;118401;exact;Eurydice;accepted;Eurydice;Animalia;Malacostraca;Arthropoda;Malacostraca;Isopoda;Cirolanidae;
NO;Idotea;118454;exact;Idotea;accepted;Idotea;Animalia;Malacostraca;Arthropoda;Malacostraca;Isopoda;Idoteidae;
YES;Angeliera;248421;exact;Angeliera;accepted;Angeliera;Animalia;Malacostraca;Arthropoda;Malacostraca;Isopoda;Janiroidea incertae sedis;
YES;Coxicerberus;118439;exact;Coxicerberus;accepted;Coxicerberus;Animalia;Malacostraca;Arthropoda;Malacostraca;Isopoda;Microcerberidae;
NO;Sphaeroma;955716;exact;Sphaeroma;accepted;Sphaeroma;Animalia;Malacostraca;Arthropoda;Malacostraca;Isopoda;Sphaeromatidae;
YES;Gastrosaccus;119859;exact;Gastrosaccus;accepted;Gastrosaccus;Animalia;Malacostraca;Arthropoda;Malacostraca;Mysida;Mysidae;
YES;Apseudes;136185;exact;Apseudes;accepted;Apseudes;Animalia;Malacostraca;Arthropoda;Malacostraca;Tanaidacea;Apseudidae;
YES;Sinelobus;247016;exact;Sinelobus;accepted;Sinelobus;Animalia;Malacostraca;Arthropoda;Malacostraca;Tanaidacea;Tanaididae;
YES;Polycope;127561;exact;Polycope;accepted;Polycope;Animalia;Ostracoda;Arthropoda;Ostracoda;Halocyprida;Polycopidae;
YES;Cypridina;127520;exact;Cypridina;accepted;Cypridina;Animalia;Ostracoda;Arthropoda;Ostracoda;Myodocopida;Cypridinidae;
YES;Cyprideis;127595;exact;Cyprideis;accepted;Cyprideis;Animalia;Ostracoda;Arthropoda;Ostracoda;Podocopida;Cytherideidae;
YES;Leptocythere;127637;exact;Leptocythere;accepted;Leptocythere;Animalia;Ostracoda;Arthropoda;Ostracoda;Podocopida;Leptocytheridae;
YES;Ctenocheilocaris;382767;exact;Ctenocheilocaris;accepted;Ctenocheilocaris;Animalia;Mystacocarida;Arthropoda;;Mystacocaridida;Derocheilocarididae;
YES;Derocheilocaris;120235;exact;Derocheilocaris;accepted;Derocheilocaris;Animalia;Mystacocarida;Arthropoda;;Mystacocaridida;Derocheilocarididae;
YES;Halammohydra;117100;exact;Halammohydra;accepted;Halammohydra;Animalia;Cnidaria;Cnidaria;Hydrozoa;Actinulida;Halammohydridae;
NO;Anaperus;445531;exact;Anaperus;accepted;Anaperus;Animalia;Echinodermata;Echinodermata;Holothuroidea;Dendrochirotida;Cucumariidae;
YES;Loxosomella;111799;exact;Loxosomella;accepted;Loxosomella;Animalia;Entoprocta;Entoprocta;;;Loxosomatidae;
YES;Arenotus;264957;exact;Arenotus;accepted;Arenotus;Animalia;Gastrotricha;Gastrotricha;;Chaetonotida;Chaetonotidae;
YES;Aspidiophorus;114426;exact;Aspidiophorus;accepted;Aspidiophorus;Animalia;Gastrotricha;Gastrotricha;;Chaetonotida;Chaetonotidae;
YES;Bifidochaetus;889513;exact;Bifidochaetus;accepted;Bifidochaetus;Animalia;Gastrotricha;Gastrotricha;;Chaetonotida;Chaetonotidae;
YES;Caudichthydium;247837;exact;Caudichthydium;accepted;Caudichthydium;Animalia;Gastrotricha;Gastrotricha;;Chaetonotida;Chaetonotidae;
YES;Cephalionotus;890163;exact;Cephalionotus;accepted;Cephalionotus;Animalia;Gastrotricha;Gastrotricha;;Chaetonotida;Chaetonotidae;
YES;Chaetonotus;114427;exact;Chaetonotus;accepted;Chaetonotus;Animalia;Gastrotricha;Gastrotricha;;Chaetonotida;Chaetonotidae;
YES;Fluxiderma;264986;exact;Fluxiderma;accepted;Fluxiderma;Animalia;Gastrotricha;Gastrotricha;;Chaetonotida;Chaetonotidae;
YES;Halichaetonotus;114428;exact;Halichaetonotus;accepted;Halichaetonotus;Animalia;Gastrotricha;Gastrotricha;;Chaetonotida;Chaetonotidae;
YES;Heterolepidoderma;114430;exact;Heterolepidoderma;accepted;Heterolepidoderma;Animalia;Gastrotricha;Gastrotricha;;Chaetonotida;Chaetonotidae;
YES;Ichthydium;114431;exact;Ichthydium;accepted;Ichthydium;Animalia;Gastrotricha;Gastrotricha;;Chaetonotida;Chaetonotidae;
